ACC_0,ACC_1,ACC_2,BVP,EDA,TEMP,labels
39.0,-47.0,12.0,-4.23,1.426971,31.13,3.0
60.0,-18.0,5.0,-3.12,4.656577,33.37,3.0
58.0,-16.0,19.0,144.65,1.37435,30.11,3.0
38.0,9.0,50.0,3.85,0.285307,30.85,3.0
4.0,-54.0,31.0,-13.39,2.467789,31.77,3.0
49.0,-19.0,34.0,-11.84,0.515867,30.51,3.0
-47.0,48.0,2.0,-1.14,1.017462,33.03,3.0
-58.0,10.0,26.0,2.44,0.927904,32.5,3.0
41.0,12.0,56.0,51.81,0.281469,29.75,3.0
-54.0,5.0,36.0,-27.14,0.320079,32.47,3.0
21.0,50.0,24.0,-41.54,0.271234,29.37,3.0
57.0,-24.0,-10.0,-61.16,4.984172,34.79,3.0
31.0,-1.0,55.0,-5.56,4.123219,34.83,3.0
-58.0,10.0,27.0,2.18,0.930463,32.49,3.0
41.0,-15.0,45.0,14.12,0.437823,29.91,3.0
-38.0,-7.0,-53.0,-70.02,0.309845,32.13,3.0
61.0,-13.0,-3.0,2.21,1.312946,30.01,3.0
36.0,-50.0,8.0,35.05,0.50685,33.5,3.0
28.0,2.0,-35.0,20.17,1.027505,30.27,3.0
36.0,-14.0,49.0,3.83,0.440382,29.87,3.0
11.0,-57.0,13.0,12.07,0.614024,33.91,3.0
-42.0,-14.0,-47.0,3.52,1.032815,32.34,3.0
16.0,54.0,-22.0,100.49,0.861272,32.03,3.0
-49.0,43.0,4.0,4.03,1.00211,32.87,3.0
-57.0,-20.0,23.0,-12.91,4.015762,34.09,3.0
38.0,-46.0,18.0,-5.22,1.81483,30.79,3.0
-43.0,-47.0,-6.0,-16.8,0.300891,32.21,3.0
-44.0,19.0,43.0,-62.97,0.171676,32.75,3.0
59.0,-13.0,-27.0,-28.02,1.03135,33.15,3.0
-21.0,-25.0,-56.0,28.47,1.923579,33.41,3.0
-59.0,10.0,26.0,3.34,0.924066,32.5,3.0
-65.0,-1.0,9.0,31.0,0.282981,32.23,3.0
-64.0,-7.0,-13.0,41.42,0.188305,32.87,3.0
20.0,-24.0,33.0,143.17,1.0467,33.11,3.0
-35.0,-26.0,-48.0,23.93,1.731669,33.45,3.0
-56.0,-31.0,9.0,-1.38,1.631671,32.83,3.0
58.0,-20.0,-16.0,45.1,5.771874,33.66,3.0
62.0,12.0,-2.0,15.6,0.779143,35.11,3.0
50.0,-21.0,29.0,5.13,0.321359,30.27,3.0
-53.0,4.0,36.0,4.73,0.308566,32.53,3.0
63.0,-2.0,2.0,2.89,0.542669,30.23,3.0
-46.0,-37.0,-26.0,34.95,0.288098,32.18,3.0
29.0,-41.0,35.0,61.95,1.229696,30.19,3.0
63.0,1.0,7.0,-7.61,0.732067,29.85,3.0
51.0,18.0,-22.0,60.55,0.468472,30.09,3.0
-34.0,-10.0,-54.0,36.2,0.14993,32.89,3.0
-53.0,5.0,36.0,-41.96,0.320079,32.47,3.0
30.0,7.0,55.0,19.61,0.403206,31.19,3.0
60.0,-13.0,0.0,30.9,1.017279,33.33,3.0
36.0,-32.0,40.0,-35.52,0.894463,30.15,3.0
-54.0,4.0,35.0,-16.03,0.304728,32.5,3.0
36.0,-51.0,2.0,7.09,0.254837,33.65,3.0
-54.0,3.0,-37.0,-7.59,0.988036,32.15,3.0
23.0,-52.0,16.0,-0.63,1.648308,31.13,3.0
58.0,6.0,24.0,-36.21,1.543039,30.89,3.0
-53.0,-37.0,1.0,-17.72,1.133987,33.27,3.0
31.0,0.0,55.0,12.02,4.01832,34.83,3.0
59.0,-2.0,13.0,-21.41,0.23309,29.79,3.0
30.0,8.0,55.0,-23.18,0.39809,31.17,3.0
32.0,55.0,5.0,77.1,0.833059,32.16,3.0
60.0,4.0,17.0,1.57,0.919896,29.69,3.0
-54.0,-33.0,-15.0,0.86,1.341251,33.49,3.0
62.0,0.0,11.0,-21.26,0.218093,34.07,3.0
40.0,-48.0,7.0,18.17,0.442887,33.59,3.0
20.0,-23.0,55.0,-57.25,0.317521,30.05,3.0
-45.0,47.0,0.0,1.11,1.020021,32.95,3.0
-24.0,-28.0,-53.0,29.39,1.478346,33.47,3.0
-53.0,5.0,36.0,16.76,0.320079,32.43,3.0
-60.0,3.0,-27.0,0.85,1.004668,32.18,3.0
57.0,-20.0,-15.0,18.38,6.048193,33.79,3.0
48.0,21.0,-15.0,31.08,1.184922,30.17,3.0
-16.0,61.0,13.0,-66.55,2.686685,32.41,3.0
47.0,-15.0,11.0,-48.68,1.328198,30.17,3.0
57.0,-23.0,-17.0,10.94,5.383298,34.79,3.0
40.0,0.0,49.0,19.35,0.437478,34.09,3.0
56.0,-18.0,-22.0,-10.77,0.326476,29.63,3.0
-55.0,-35.0,-4.0,-3.48,1.163414,33.29,3.0
4.0,-53.0,33.0,-10.25,0.398737,30.89,3.0
-53.0,-37.0,-7.0,-35.01,1.098164,33.21,3.0
30.0,8.0,55.0,-44.9,0.422394,31.27,3.0
56.0,-27.0,10.0,11.41,4.15511,34.33,3.0
63.0,4.0,-1.0,-16.81,1.472499,34.47,3.0
-58.0,10.0,26.0,-20.95,0.930463,32.5,3.0
57.0,-14.0,-22.0,3.0,0.327755,29.51,3.0
-37.0,-5.0,51.0,-20.94,4.254891,34.09,3.0
-19.0,-42.0,-45.0,34.91,1.908226,33.43,3.0
51.0,9.0,-37.0,91.48,0.698639,35.11,3.0
-54.0,4.0,36.0,6.86,0.3188,32.5,3.0
-64.0,-4.0,13.0,19.16,0.337989,33.05,3.0
-56.0,2.0,-36.0,28.25,1.007227,32.16,3.0
58.0,-23.0,-9.0,-25.71,5.016153,34.79,3.0
59.0,-20.0,3.0,66.67,1.438313,30.11,3.0
63.0,3.0,9.0,-10.99,1.037559,30.83,3.0
62.0,-8.0,-7.0,3.35,0.602794,30.43,3.0
-32.0,-8.0,-56.0,-36.92,0.176793,32.91,3.0
14.0,-8.0,61.0,-16.34,5.558182,32.81,3.0
33.0,-24.0,48.0,-24.27,6.524341,35.0,3.0
59.0,-20.0,-8.0,-13.17,0.453121,30.15,3.0
44.0,-32.0,30.0,-2.59,0.311125,30.09,3.0
-36.0,-33.0,-40.0,-22.98,0.33671,32.65,3.0
58.0,-12.0,-23.0,-12.69,0.33543,29.39,3.0
-59.0,3.0,26.0,-1.23,0.934301,32.57,3.0
19.0,11.0,56.0,173.9,0.41829,33.95,3.0
-21.0,60.0,11.0,27.34,0.321359,32.0,3.0
15.0,12.0,60.0,-32.44,0.43364,34.09,3.0
-53.0,-37.0,-7.0,-3.74,1.087929,33.18,3.0
43.0,14.0,44.0,-7.62,0.446432,34.09,3.0
30.0,-25.0,47.0,172.14,0.263792,29.89,3.0
52.0,-26.0,-26.0,-2.09,0.568323,29.55,3.0
57.0,-24.0,-11.0,11.45,4.288152,34.79,3.0
40.0,4.0,48.0,-57.17,0.424686,33.99,3.0
16.0,56.0,-26.0,17.7,0.738463,32.07,3.0
31.0,54.0,-13.0,60.95,0.295543,30.41,3.0
29.0,-38.0,39.0,-4.44,1.115843,30.15,3.0
63.0,23.0,-23.0,118.6,0.275072,29.55,3.0
42.0,-37.0,28.0,4.09,0.239486,29.75,3.0
-12.0,-53.0,-7.0,66.0,0.974188,33.29,3.0
-50.0,-37.0,-17.0,-5.3,0.308566,32.21,3.0
-58.0,10.0,27.0,0.93,0.918948,32.49,3.0
-54.0,5.0,36.0,14.4,0.320079,32.49,3.0
60.0,-18.0,5.0,-7.15,4.604127,33.34,3.0
50.0,-11.0,36.0,-0.09,0.418632,29.75,3.0
63.0,3.0,8.0,-2.64,1.005585,30.85,3.0
50.0,3.0,38.0,-12.36,0.523423,33.33,3.0
41.0,6.0,48.0,-4.43,0.427244,33.95,3.0
-32.0,-47.0,27.0,-26.45,0.330313,33.13,3.0
-48.0,2.0,43.0,14.35,1.075135,32.47,3.0
57.0,-21.0,-16.0,5.82,5.805135,33.66,3.0
-55.0,-34.0,-16.0,35.64,0.341827,32.77,3.0
62.0,-2.0,11.0,-5.89,0.54139,30.25,3.0
-53.0,2.0,-37.0,17.55,0.991874,32.13,3.0
-19.0,-5.0,-61.0,-29.42,3.03315,34.13,3.0
-6.0,-6.0,62.0,4.68,2.686846,31.69,3.0
45.0,-41.0,-12.0,-3.37,0.440382,30.05,3.0
30.0,-15.0,53.0,4.49,0.270188,29.91,3.0
56.0,-22.0,-19.0,-6.94,2.248902,33.09,3.0
-34.0,-54.0,6.0,29.68,0.272747,32.27,3.0
61.0,-11.0,11.0,4.73,4.289432,33.25,3.0
12.0,-55.0,27.0,12.2,2.595714,31.77,3.0
61.0,-13.0,7.0,0.22,4.65146,31.03,3.0
-34.0,-9.0,-54.0,-66.93,0.151209,32.91,3.0
60.0,-18.0,6.0,5.9,4.622037,33.39,3.0
-61.0,-24.0,-7.0,12.26,3.799568,34.11,3.0
49.0,13.0,37.0,-48.5,0.40294,33.65,3.0
-43.0,-45.0,-18.0,19.22,0.308566,32.09,3.0
62.0,-11.0,-4.0,-79.86,0.978904,33.34,3.0
-62.0,-27.0,-1.0,-11.02,1.21459,33.45,3.0
-37.0,-26.0,-48.0,20.74,1.666419,33.43,3.0
61.0,-12.0,12.0,9.63,4.304782,33.53,3.0
-15.0,63.0,13.0,-19.37,2.481712,32.31,3.0
-62.0,19.0,-11.0,-4.74,3.130373,31.55,3.0
70.0,-23.0,13.0,49.61,0.873995,30.11,3.0
38.0,4.0,52.0,9.49,0.414453,33.66,3.0
39.0,-46.0,15.0,-8.6,2.429703,30.93,3.0
21.0,-25.0,53.0,-3.87,0.309845,29.97,3.0
-43.0,-46.0,-13.0,-15.78,0.306008,32.16,3.0
21.0,56.0,-21.0,40.05,0.913721,32.03,3.0
-53.0,-37.0,1.0,1.97,1.139105,33.23,3.0
61.0,-11.0,11.0,9.21,4.32653,32.97,3.0
-36.0,-26.0,-47.0,-9.63,1.700963,33.41,3.0
-56.0,8.0,31.0,-12.73,0.309845,31.61,3.0
63.0,-12.0,1.0,2.56,1.069725,33.09,3.0
-41.0,50.0,0.0,3.06,1.004668,32.81,3.0
-30.0,-26.0,-51.0,3.35,1.601169,33.39,3.0
52.0,-10.0,35.0,-15.84,0.419911,29.79,3.0
50.0,-19.0,33.0,-15.02,0.522264,30.57,3.0
50.0,-6.0,39.0,38.45,0.486265,33.73,3.0
-38.0,-8.0,-53.0,-6.33,0.303449,32.16,3.0
35.0,48.0,12.0,5.64,0.27891,29.99,3.0
-53.0,3.0,-38.0,16.47,0.991874,32.13,3.0
50.0,-12.0,35.0,-0.89,0.42247,29.79,3.0
-63.0,0.0,25.0,-33.58,0.33543,33.21,3.0
58.0,-20.0,-16.0,15.49,5.675931,33.66,3.0
45.0,-43.0,-10.0,5.78,0.436544,30.17,3.0
-34.0,-8.0,-54.0,119.13,0.181909,32.89,3.0
63.0,2.0,6.0,-64.98,1.275541,34.66,3.0
29.0,-17.0,52.0,-4.55,1.68756,32.34,3.0
22.0,60.0,7.0,11.01,0.290425,30.33,3.0
56.0,2.0,-25.0,4.25,0.28426,33.68,3.0
50.0,-20.0,32.0,-3.63,0.518426,30.57,3.0
-17.0,60.0,9.0,-31.52,2.355073,32.49,3.0
56.0,-19.0,-23.0,7.95,0.327755,29.71,3.0
-47.0,3.0,44.0,12.28,1.075135,32.25,3.0
-56.0,8.0,31.0,-6.94,0.311125,31.63,3.0
52.0,-10.0,34.0,8.98,0.418632,29.77,3.0
-16.0,61.0,8.0,4.77,0.320079,31.95,3.0
29.0,-14.0,55.0,12.99,0.445499,29.93,3.0
-54.0,3.0,35.0,14.86,0.311125,32.5,3.0
-23.0,59.0,6.0,6.42,0.321359,31.97,3.0
48.0,-32.0,24.0,3.53,3.918539,34.09,3.0
58.0,16.0,17.0,0.72,0.282748,30.83,3.0
39.0,-49.0,3.0,0.63,0.270188,33.68,3.0
-24.0,-29.0,-51.0,105.55,2.040764,33.41,3.0
44.0,-8.0,44.0,-17.45,1.516347,30.13,3.0
32.0,53.0,15.0,41.27,1.287262,30.17,3.0
-60.0,14.0,16.0,41.46,1.057124,32.65,3.0
35.0,-52.0,0.0,-7.56,0.251,33.65,3.0
34.0,-19.0,49.0,5.29,0.271468,29.91,3.0
61.0,-11.0,12.0,11.12,4.317575,33.39,3.0
48.0,16.0,38.0,-14.08,0.281702,31.71,3.0
17.0,-59.0,12.0,-11.75,0.761378,33.57,3.0
60.0,-18.0,6.0,-10.08,4.630991,33.34,3.0
-38.0,-7.0,-54.0,-17.53,0.308566,32.13,3.0
-43.0,-1.0,48.0,6.48,0.375674,33.13,3.0
-46.0,-35.0,-28.0,-41.84,0.291936,32.13,3.0
54.0,-15.0,28.0,-8.23,0.432705,29.97,3.0
-30.0,-54.0,15.0,1.78,0.279143,32.25,3.0
34.0,6.0,54.0,-110.2,0.422128,33.97,3.0
63.0,4.0,-1.0,155.94,1.460988,34.47,3.0
-41.0,51.0,0.0,-2.99,1.004668,32.79,3.0
-58.0,-21.0,-38.0,-4.16,0.337989,32.63,3.0
-54.0,-36.0,8.0,-38.86,0.33671,32.68,3.0
-53.0,6.0,35.0,12.21,0.321359,32.37,3.0
38.0,-46.0,17.0,-0.41,1.64339,30.73,3.0
-64.0,-2.0,11.0,18.78,0.33671,33.21,3.0
-54.0,6.0,-35.0,1.27,4.119291,32.71,3.0
-9.0,58.0,26.0,-8.86,0.286587,30.83,3.0
60.0,-17.0,5.0,-2.14,4.647622,33.41,3.0
48.0,-17.0,36.0,7.74,0.471088,30.29,3.0
63.0,2.0,7.0,53.35,1.308794,34.61,3.0
40.0,-46.0,15.0,-5.58,0.425029,30.13,3.0
63.0,-2.0,2.0,-11.26,0.545228,30.19,3.0
61.0,-15.0,0.0,-4.44,1.266893,30.01,3.0
60.0,-20.0,9.0,2.37,2.173063,31.13,3.0
-60.0,-29.0,-9.0,-17.72,0.998271,32.23,3.0
-56.0,7.0,31.0,-9.19,0.311125,31.59,3.0
33.0,54.0,4.0,73.94,0.776772,32.33,3.0
-55.0,-5.0,34.0,9.2,0.367987,30.95,3.0
47.0,-26.0,-33.0,35.73,1.677631,32.95,3.0
-41.0,5.0,49.0,-2.77,0.866493,32.33,3.0
39.0,-47.0,15.0,2.78,2.361895,30.89,3.0
-58.0,10.0,26.0,-13.97,0.930463,32.49,3.0
63.0,3.0,9.0,1.03,1.018375,30.87,3.0
62.0,4.0,-8.0,48.57,1.059492,31.87,3.0
39.0,-47.0,18.0,4.39,1.592213,30.69,3.0
62.0,0.0,12.0,18.86,0.173247,34.41,3.0
14.0,-8.0,60.0,-0.16,6.447885,32.84,3.0
-53.0,5.0,36.0,11.28,0.321359,32.41,3.0
-32.0,-48.0,27.0,1.51,0.327755,33.16,3.0
31.0,7.0,55.0,-38.85,0.423673,31.25,3.0
51.0,-10.0,35.0,-5.28,0.418632,29.79,3.0
-42.0,-34.0,-35.0,42.5,0.279143,32.11,3.0
53.0,-25.0,-25.0,-19.89,1.977717,33.03,3.0
28.0,55.0,-15.0,-10.33,3.807244,34.83,3.0
60.0,-14.0,11.0,-10.42,1.050538,33.05,3.0
-16.0,62.0,8.0,7.07,0.322638,31.95,3.0
58.0,-20.0,-16.0,30.21,5.636273,33.66,3.0
50.0,-11.0,36.0,6.97,0.421191,29.75,3.0
45.0,5.0,44.0,14.77,0.27891,30.87,3.0
61.0,13.0,8.0,40.26,0.743402,35.59,3.0
60.0,-11.0,19.0,7.96,8.842675,32.53,3.0
-60.0,0.0,-28.0,-2.38,4.591335,32.59,3.0
46.0,26.0,36.0,19.69,0.364831,33.5,3.0
57.0,-11.0,-24.0,15.29,0.430069,34.03,3.0
-53.0,5.0,36.0,1.8,0.320079,32.43,3.0
61.0,-13.0,7.0,5.8,4.657856,31.01,3.0
58.0,-20.0,-16.0,22.46,5.925385,33.71,3.0
22.0,58.0,13.0,-31.01,0.39809,33.63,3.0
-18.0,-5.0,-61.0,-67.33,3.003727,34.13,3.0
-41.0,-23.0,-48.0,-55.2,0.352061,32.79,3.0
37.0,-46.0,18.0,4.12,1.590934,30.71,3.0
-46.0,1.0,46.0,27.39,1.086649,32.05,3.0
63.0,3.0,9.0,3.58,0.942917,29.87,3.0
58.0,7.0,23.0,9.99,1.692676,30.85,3.0
53.0,13.0,-32.0,5.14,0.780491,35.53,3.0
-39.0,4.0,50.0,-1.73,0.875449,32.31,3.0
36.0,-47.0,18.0,6.11,1.651066,30.67,3.0
43.0,-13.0,43.0,-3.57,5.622202,34.95,3.0
35.0,15.0,51.0,-29.46,0.30066,30.81,3.0
41.0,5.0,47.0,21.07,0.420848,33.95,3.0
-43.0,6.0,47.0,-20.72,0.857537,32.25,3.0
34.0,1.0,53.0,21.41,3.965871,34.87,3.0
-35.0,-9.0,-54.0,50.39,0.147372,32.91,3.0
61.0,-10.0,14.0,21.85,8.446265,32.5,3.0
-56.0,8.0,31.0,-3.18,0.313683,31.69,3.0
60.0,-19.0,-5.0,6.91,5.474125,33.75,3.0
-35.0,-26.0,-48.0,-46.46,1.745742,33.47,3.0
56.0,-15.0,25.0,-8.46,0.425029,30.01,3.0
-41.0,-46.0,-8.0,-0.23,0.325196,32.63,3.0
57.0,-24.0,-11.0,-44.84,4.432707,34.81,3.0
-61.0,17.0,-12.0,3.63,3.021636,31.53,3.0
-20.0,61.0,10.0,-121.11,2.463803,32.45,3.0
51.0,-26.0,-26.0,11.24,0.551693,29.43,3.0
-30.0,-9.0,-56.0,31.66,0.170397,32.87,3.0
-31.0,-55.0,8.0,2.27,0.268909,32.21,3.0
30.0,17.0,53.0,-11.76,0.28019,29.47,3.0
-53.0,4.0,36.0,10.14,0.312404,32.53,3.0
-45.0,-44.0,-16.0,-41.72,0.307287,32.11,3.0
27.0,-55.0,23.0,-2.88,1.703323,31.11,3.0
6.0,-53.0,32.0,-15.47,0.375674,30.85,3.0
57.0,-15.0,-23.0,-26.09,0.334151,29.41,3.0
40.0,-47.0,16.0,-5.24,2.270298,31.09,3.0
41.0,-6.0,47.0,0.09,1.474132,30.13,3.0
61.0,4.0,17.0,-9.91,0.931406,29.73,3.0
-54.0,3.0,-37.0,-12.28,0.995713,32.13,3.0
-41.0,50.0,1.0,7.49,1.005948,32.73,3.0
-32.0,-8.0,-56.0,45.26,0.16528,32.89,3.0
-41.0,5.0,49.0,-12.4,0.867772,32.37,3.0
-31.0,-8.0,-56.0,-53.34,0.139696,32.91,3.0
-25.0,-5.0,48.0,-23.39,1.14934,32.07,3.0
26.0,-43.0,-37.0,18.92,0.24972,33.61,3.0
-38.0,4.0,51.0,-5.54,0.878007,32.27,3.0
-53.0,4.0,36.0,-19.33,0.314962,32.5,3.0
-51.0,-36.0,-18.0,23.95,1.299031,33.49,3.0
52.0,13.0,35.0,-8.65,0.271234,29.61,3.0
58.0,-20.0,-16.0,-38.76,5.935618,33.66,3.0
-33.0,-54.0,8.0,17.95,0.271468,32.27,3.0
52.0,10.0,-36.0,37.34,0.725497,35.15,3.0
-39.0,5.0,50.0,-4.49,0.874169,32.34,3.0
30.0,0.0,55.0,17.17,3.763749,34.79,3.0
63.0,1.0,8.0,-9.69,0.732067,29.85,3.0
42.0,14.0,45.0,-10.53,0.450269,34.09,3.0
15.0,-59.0,16.0,-3.12,0.902324,33.49,3.0
48.0,-17.0,36.0,4.59,0.480043,30.33,3.0
38.0,-45.0,17.0,-0.19,1.661301,30.71,3.0
48.0,-14.0,38.0,6.09,0.294494,30.23,3.0
-21.0,60.0,12.0,-13.41,2.232273,32.47,3.0
58.0,-20.0,-16.0,-58.76,5.985509,33.73,3.0
-55.0,11.0,32.0,-7.28,0.320079,31.69,3.0
46.0,-41.0,-13.0,-1.49,0.442941,29.99,3.0
-50.0,4.0,41.0,14.63,0.89464,32.27,3.0
59.0,-14.0,11.0,-72.84,0.298332,30.13,3.0
-61.0,-23.0,7.0,73.73,0.368691,32.89,3.0
48.0,-16.0,36.0,4.17,0.467249,30.27,3.0
-56.0,7.0,31.0,-6.14,0.314962,31.73,3.0
-34.0,-13.0,55.0,48.22,1.38731,33.45,3.0
55.0,-20.0,24.0,-13.11,0.303449,30.25,3.0
-18.0,-7.0,42.0,3.9,4.014482,34.11,3.0
60.0,-18.0,5.0,2.12,4.611803,33.34,3.0
37.0,-21.0,38.0,-16.99,0.316242,30.29,3.0
57.0,-12.0,-23.0,6.61,0.339268,29.39,3.0
-59.0,4.0,26.0,-21.42,0.934301,32.57,3.0
36.0,-36.0,36.0,6.08,0.270188,29.67,3.0
-55.0,10.0,32.0,0.43,0.320079,31.69,3.0
-61.0,19.0,-13.0,-5.23,3.189219,31.57,3.0
-40.0,50.0,-2.0,-34.58,1.02386,32.99,3.0
46.0,-41.0,-11.0,7.15,0.448058,29.95,3.0
61.0,-11.0,11.0,-4.35,4.29071,33.23,3.0
-55.0,-34.0,-7.0,3.02,1.242737,33.49,3.0
40.0,14.0,46.0,9.25,0.27891,29.43,3.0
-58.0,10.0,26.0,12.9,0.929184,32.49,3.0
15.0,-59.0,16.0,53.78,0.848508,33.57,3.0
-32.0,-8.0,-56.0,22.87,0.176793,32.89,3.0
62.0,-1.0,10.0,3.93,0.566975,30.33,3.0
-45.0,46.0,0.0,-7.46,1.016183,32.93,3.0
49.0,-25.0,-29.0,3.99,1.611114,32.93,3.0
58.0,-24.0,-10.0,-13.24,4.280477,34.81,3.0
-58.0,0.0,-27.0,2.05,4.623316,32.59,3.0
-9.0,59.0,23.0,4.91,0.285307,30.79,3.0
61.0,-12.0,-9.0,96.58,1.25538,29.99,3.0
58.0,7.0,23.0,-18.2,1.993228,30.83,3.0
64.0,0.0,0.0,-112.0,1.138694,34.91,3.0
63.0,2.0,7.0,89.16,1.284494,34.63,3.0
-21.0,53.0,31.0,1.16,0.435107,33.77,3.0
46.0,-42.0,-9.0,-0.01,0.441661,29.91,3.0
-58.0,10.0,27.0,5.6,0.933022,32.5,3.0
51.0,-25.0,-27.0,6.99,0.515874,29.35,3.0
-45.0,5.0,46.0,-1.88,0.888243,32.27,3.0
-52.0,-1.0,39.0,-3.94,0.447425,33.18,3.0
27.0,7.0,57.0,-0.74,0.289146,29.39,3.0
39.0,14.0,47.0,-23.62,0.27891,29.63,3.0
36.0,52.0,4.0,20.44,0.77933,32.31,3.0
-50.0,-39.0,-16.0,-23.88,0.290656,32.15,3.0
-24.0,-28.0,-53.0,26.07,1.506493,33.47,3.0
55.0,19.0,7.0,-19.4,0.276351,29.67,3.0
-22.0,-59.0,-7.0,-21.82,0.266351,32.23,3.0
17.0,-59.0,13.0,14.49,0.74472,33.59,3.0
-35.0,-51.0,17.0,-20.43,0.423081,30.83,3.0
58.0,-13.0,-22.0,-15.05,0.354619,29.63,3.0
-22.0,-37.0,-53.0,88.83,0.294494,32.13,3.0
30.0,7.0,55.0,-16.25,0.39809,31.17,3.0
-24.0,-28.0,-53.0,-20.08,1.51417,33.47,3.0
51.0,9.0,-36.0,-50.11,0.713986,35.13,3.0
14.0,-8.0,60.0,5.56,5.852339,32.81,3.0
39.0,-46.0,16.0,-0.8,1.610125,30.69,3.0
-59.0,3.0,26.0,7.25,0.930463,32.5,3.0
51.0,23.0,30.0,25.51,0.559165,35.15,3.0
57.0,-21.0,-16.0,-31.89,5.623481,33.71,3.0
-53.0,-37.0,1.0,15.4,1.12887,33.25,3.0
-24.0,-28.0,-53.0,17.53,1.437206,33.47,3.0
52.0,13.0,32.0,-1.62,0.27891,29.49,3.0
18.0,-59.0,12.0,-24.83,0.56149,33.75,3.0
60.0,-11.0,1.0,-7.73,1.367954,30.03,3.0
63.0,3.0,9.0,10.64,0.944196,30.05,3.0
46.0,-41.0,-13.0,-2.51,0.442941,29.97,3.0
4.0,-53.0,32.0,-7.08,0.410268,30.89,3.0
-56.0,-33.0,-7.0,1.84,1.25809,33.5,3.0
-54.0,-5.0,34.0,-5.17,0.366706,30.95,3.0
-56.0,7.0,32.0,12.0,0.316242,31.73,3.0
-54.0,4.0,36.0,-8.58,0.309845,32.5,3.0
55.0,-19.0,-24.0,10.93,0.326476,30.15,3.0
3.0,47.0,36.0,-177.75,1.301334,30.17,3.0
58.0,-23.0,-10.0,-46.22,4.075797,34.83,3.0
-5.0,-55.0,26.0,-33.39,0.394893,30.89,3.0
39.0,21.0,45.0,16.7,0.277631,29.43,3.0
48.0,15.0,38.0,-43.78,0.277864,31.77,3.0
-7.0,-6.0,62.0,12.96,2.670216,31.67,3.0
-47.0,-39.0,-24.0,11.3,0.285539,32.21,3.0
39.0,-50.0,3.0,38.88,0.453121,33.59,3.0
53.0,-25.0,-25.0,14.79,1.92707,33.0,3.0
-18.0,-5.0,-61.0,-64.95,3.028033,34.11,3.0
-32.0,-47.0,27.0,10.17,0.330313,33.18,3.0
60.0,10.0,21.0,-104.09,0.277631,30.87,3.0
-35.0,-53.0,5.0,-6.72,0.274026,32.29,3.0
48.0,15.0,38.0,8.22,0.277864,31.77,3.0
-55.0,-35.0,-8.0,-32.3,0.293215,32.18,3.0
-53.0,4.0,36.0,-37.2,0.316242,32.57,3.0
36.0,-43.0,-27.0,12.72,0.254837,33.63,3.0
46.0,0.0,43.0,15.63,0.309845,30.13,3.0
51.0,-9.0,35.0,10.76,0.410955,29.79,3.0
-28.0,-27.0,-51.0,-33.25,1.573022,33.43,3.0
-46.0,45.0,-3.0,-157.65,1.017462,32.99,3.0
42.0,-46.0,6.0,2.73,2.482159,30.93,3.0
-56.0,7.0,32.0,-36.07,0.316242,31.73,3.0
49.0,-18.0,34.0,-1.31,0.50947,30.49,3.0
-47.0,1.0,44.0,-10.81,1.283678,32.07,3.0
-18.0,61.0,11.0,-12.52,0.320079,31.91,3.0
-32.0,-47.0,-31.0,-14.83,0.26763,32.29,3.0
45.0,6.0,44.0,10.33,0.284028,30.83,3.0
-45.0,0.0,45.0,7.56,0.373112,30.97,3.0
52.0,-13.0,32.0,-14.45,0.42375,29.85,3.0
60.0,-19.0,1.0,3.89,1.398656,30.11,3.0
-33.0,-9.0,-55.0,38.38,0.155047,32.87,3.0
60.0,-12.0,12.0,-0.38,4.304782,33.53,3.0
-67.0,-5.0,17.0,-47.31,0.953492,32.18,3.0
-62.0,15.0,13.0,15.97,1.041771,32.63,3.0
-6.0,59.0,25.0,-6.54,0.286587,30.77,3.0
16.0,-57.0,12.0,23.25,0.651183,33.77,3.0
-54.0,-35.0,-6.0,8.04,1.162134,33.29,3.0
62.0,0.0,12.0,-4.04,0.168121,34.5,3.0
-53.0,-37.0,-7.0,-8.94,1.103282,33.25,3.0
15.0,-9.0,60.0,29.48,6.635319,32.91,3.0
35.0,-20.0,48.0,51.56,0.261234,29.89,3.0
63.0,3.0,-9.0,-2.66,1.058213,31.89,3.0
41.0,-48.0,12.0,-4.52,2.355498,30.95,3.0
-64.0,-4.0,11.0,-9.64,0.334151,33.09,3.0
11.0,54.0,-31.0,-3.37,0.771724,32.09,3.0
-46.0,3.0,45.0,-17.28,1.081532,32.15,3.0
-50.0,-36.0,-28.0,46.46,0.337989,32.66,3.0
40.0,-46.0,17.0,1.21,1.566625,30.67,3.0
19.0,58.0,17.0,19.23,0.389135,33.57,3.0
35.0,-52.0,0.0,23.99,0.252279,33.65,3.0
56.0,-22.0,-18.0,16.48,2.34484,33.13,3.0
-47.0,-4.0,44.0,-1.63,0.392331,30.85,3.0
-47.0,-45.0,1.0,18.06,0.286819,32.07,3.0
-56.0,3.0,-34.0,16.72,1.025139,32.41,3.0
69.0,-28.0,-4.0,141.33,1.275749,30.17,3.0
-56.0,8.0,31.0,-0.33,0.311125,31.61,3.0
58.0,6.0,24.0,20.13,1.802665,30.87,3.0
-66.0,7.0,14.0,-17.41,0.348223,32.84,3.0
-56.0,-4.0,31.0,-11.19,1.403408,32.84,3.0
41.0,-1.0,48.0,9.91,0.300891,30.19,3.0
-64.0,1.0,-16.0,-17.01,0.343106,32.87,3.0
